Company,Ticker,PE,EPS,ROE,DebtEquity,RevenueGrowth
Mangalam Global Enterprise Limited,MGEL.NS,13.321101,1.09,0.17134,103.412,0.254
Mahanagar Gas Limited,MGL.NS,11.520372,98.66,0.16568,3.545,0.148
Mahalaxmi Rubtech Limited,MHLXMIRU.NS,10.901777,19.14,0.29202998,18.767,0.269
Mahindra Holidays & Resorts India Limited,MHRIL.NS,46.508297,6.63,0.19877,471.153,0.069
MIC Electronics Limited,MICEL.NS,115.23077,0.39,0.04309,20.072,0.38
Mishra Dhatu Nigam Limited,MIDHANI.NS,55.3125,5.76,0.07716,23.466,-0.2
Midwest Limited,MIDWESTLTD.NS,49.902393,33.81,,34.016,0.124
Minda Corporation Limited,MINDACORP.NS,52.087814,11.16,0.11748999,62.969,0.19
Mindteck (India) Limited,MINDTECK.NS,20.871399,9.72,0.11833999,2.04,-0.061
MIRC Electronics Limited,MIRCELECTR.NS,,-0.68,-0.12784,31.055,0.079
Mirza International Limited,MIRZAINT.NS,51.287666,0.73,0.01792,4.955,-0.184
MITCON Consultancy & Engineering Services Limited,MITCON.NS,41.126503,1.66,0.027929999,62.951,0.058
Mittal Life Style Limited,MITTAL.NS,40.000004,0.03,0.04422,14.045,0.287
M K Proteins Limited,MKPL.NS,27.636364,0.22,0.12129,2.694,-0.037
MM Forgings Limited,MMFL.NS,18.079838,19.79,0.10746,140.389,-0.033
MMP Industries Limited,MMP.NS,27.5,9.16,0.074489996,53.99,0.296
MMTC Limited,MMTC.NS,43.70068,1.47,0.12129,1.796,-0.295
One Mobikwik Systems Limited,MOBIKWIK.NS,,-23.12,-0.53418,65.223,-0.07
Modi Naturals Limited,MODINATUR.NS,13.551147,27.47,0.29497,106.715,0.003
Modi Rubber Limited,MODIRUBBER.NS,24.821693,6.73,0.02411,2.81,0.201
Modis Navnirman Limited,MODIS.NS,33.92857,10.08,0.12824,3.162,0.507
MODISON LIMITED,MODISONLTD.NS,14.670743,9.81,0.14708,37.68,0.185
Modern Threads (India) Limited,MODTHREAD.NS,27.803797,1.58,,,
Mohit Industries Limited,MOHITIND.NS,,-1.1,-0.00654,40.091,0.343
MOIL Limited,MOIL.NS,24.61876,14.82,0.113570005,,0.192
Moksh Ornaments Limited,MOKSH.NS,12.048,1.25,0.09616,31.143,-0.043
Meghmani Organics Limited,MOL.NS,41.451614,1.55,0.026099999,54.599,0.061
Mold-Tek Technologies Limited,MOLDTECH.NS,152.52475,1.01,0.02248,4.117,-0.066
Mold-Tek Packaging Limited,MOLDTKPAC.NS,29.649683,20.41,0.10493,34.014,0.096
Monarch Networth Capital Limited,MONARCH.NS,15.715762,19.35,0.19315,1.259,-0.161
Moneyboxx Finance Limited,MONEYBOXX.NS,,-0.76,-0.01733,246.36,0.077
Monte Carlo Fashions Limited,MONTECARLO.NS,16.73861,41.7,0.10927,89.066,0.132
Morepen Laboratories Limited,MOREPENLAB.NS,23.06704,1.79,0.0862,13.239,-0.06
Moschip Technologies Limited,MOSCHIP.NS,95.23611,2.16,0.12953,13.098,0.17
Samvardhana Motherson International Limited,MOTHERSON.NS,41.42014,2.88,0.09554,49.937,0.08
Motilal Oswal Financial Services Limited,MOTILALOFS.NS,26.185925,32.97,0.16871001,121.038,-0.387
Motisons Jewellers Limited,MOTISONS.NS,,-1.01,0.14199,12.395,-0.173
The Motor & General Finance Limited,MOTOGENFIN.NS,58.28205,0.39,0.01984,0.483,-0.107
MphasiS Limited,MPHASIS.NS,30.422626,93.7,0.19518,20.567,0.103
MPS Limited,MPSLTD.NS,18.995148,105.09,0.38149,2.061,0.094
MRF Limited,MRF.NS,34.321037,4376.47,0.0999,18.678,0.072
Mangalore Refinery and Petrochemicals Limited,MRPL.NS,24.49493,5.92,0.08091,81.274,-0.093
MSP Steel & Power Limited,MSPL.NS,,-1.55,-0.11058,30.822,0.031
Mstc Limited,MSTCLTD.NS,8.637132,59.14,0.46194,17.456,0.182
Motherson Sumi Wiring India Limited,MSUMI.NS,48.526882,0.93,0.35456002,13.718,0.185
Mtar Technologies Limited,MTARTECH.NS,165.5671,14.46,0.06199,25.061,-0.287
MT Educare Limited,MTEDUCARE.NS,,-3.13,-3.7745402,,0.075
Mahanagar Telephone Nigam Limited,MTNL.NS,,-56.62,,,0.089
Mufin Green Finance Limited,MUFIN.NS,106.66354,1.07,0.06217,272.397,0.063
Credo Brands Marketing Limited,MUFTI.NS,11.378995,8.76,0.14463,58.118,-0.118
Mukand Limited,MUKANDLTD.NS,29.554567,4.49,0.068720005,189.15,-0.081
Mukka Proteins Limited,MUKKA.NS,15.227847,1.58,0.11249,131.932,0.639
Mukta Arts Limited,MUKTAARTS.NS,,-7.1,,,0.086
Munjal Auto Industries Limited,MUNJALAU.NS,24.129911,3.31,0.09437,87.847,0.118
Munjal Showa Limited,MUNJALSHOW.NS,19.288136,6.49,0.03903,,0.047
Murudeshwar Ceramics Limited,MURUDCERA.NS,20.449705,1.69,0.027309999,34.717,0.064
Muthoot Capital Services Limited,MUTHOOTCAP.NS,26.425144,10.42,0.02643,448.898,-0.085
Muthoot Finance Limited,MUTHOOTFIN.NS,20.790668,182.63,0.23806,367.438,0.635
Muthoot Microfin Limited,MUTHOOTMF.NS,,-21.4,-0.12649,320.224,-0.064
Manoj Vaibhav Gems N Jewellers Limited,MVGJL.NS,8.790261,21.36,0.1452,53.159,0.177
Mangalam Worldwide Limited,MWL.NS,22.284008,12.57,0.15061,78.694,0.334
NACL Industries Limited-RE,NACL-RE.NS,,,,,
NACL Industries Limited,NACLIND.NS,,-3.26,-0.1487,112.964,0.038
Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT.NS,,-0.04,,,-0.999
Nagreeka Capital & Infrastructure Limited,NAGREEKCAP.NS,2.0774488,13.17,0.86134005,329.865,-0.659
Nagreeka Exports Limited,NAGREEKEXP.NS,31.282352,0.85,0.017280001,110.687,-0.102
Nahar Capital and Financial Services Limited,NAHARCAP.NS,7.219567,35.57,0.03628,0.362,-0.199
Nahar Industrial Enterprises Limited,NAHARINDUS.NS,11.287201,9.61,0.04196,50.924,-0.044
Nahar Poly Films Limited,NAHARPOLY.NS,9.700162,24.68,0.07085,11.21,0.022
Nahar Spinning Mills Limited,NAHARSPING.NS,21.136364,9.24,0.02279,49.532,-0.016
Nippon Life India Asset Management Limited,NAM-INDIA.NS,41.952106,20.67,0.31588,1.938,0.004
Narmada Agrobase Limited,NARMADA.NS,53.024998,0.4,0.09915,18.194,0.162
Natural Capsules Limited,NATCAPSUQ.NS,,-11.51,-0.047420003,45.685,0.111
Natco Pharma Limited,NATCOPHARM.NS,10.571328,85.94,0.19437,3.012,-0.006
Nath Bio-Genes (India) Limited,NATHBIOGEN.NS,6.734852,23.27,0.06691,22.774,0.362
National Aluminium Company Limited,NATIONALUM.NS,9.220253,33.28,0.34459,0.282,0.073
Info Edge (India) Limited,NAUKRI.NS,67.04958,20.37,0.03525,0.544,0.149
NAVA LIMITED,NAVA.NS,17.214817,32.26,0.13036,15.987,0.07
Navin Fluorine International Limited,NAVINFLUOR.NS,65.10147,88.7,0.14631,32.677,0.463
Navkar Corporation Limited,NAVKARCORP.NS,,-1.54,-0.011879999,9.144,0.222
Navkar Urbanstructure Limited,NAVKARURB.NS,,-0.09,-0.00926,3.823,
Navneet Education Limited,NAVNETEDUL.NS,18.161413,7.93,0.10706,5.146,-0.091
Nazara Technologies Limited,NAZARA.NS,,-2.68,0.008090001,5.66,0.651
NBCC (India) Limited,NBCC.NS,54.98198,2.22,0.22934,0.011,0.227
N. B. I. Industrial Finance Company Limited,NBIFIN.NS,64.38863,34.84,0.00387,,0.57
NCC Limited,NCC.NS,12.498815,12.65,0.11417,37.893,-0.126
NCL Industries Limited,NCLIND.NS,17.958904,10.95,0.05748,35.688,0.044
Naga Dhunseri Group Limited,NDGL.NS,7.297755,395.93,,,
Nandan Denim Limited,NDL.NS,1.2680851,2.35,0.06101,34.572,-0.077
NDL Ventures Limited,NDLVENTURE.NS,404.31818,0.22,0.01232,,
Ndr Auto Components Limited,NDRAUTO.NS,33.359886,24.48,0.19224001,15.671,0.148
New Delhi Television Limited,NDTV.NS,,-33.59,-5.39258,,0.098
North Eastern Carrying Corporation Limited,NECCLTD.NS,25.054054,0.74,0.033350002,55.5,-0.137
Nectar Lifesciences Limited,NECLIFE.NS,,-5.08,-0.12687,64.007,-0.988
Nelcast Limited,NELCAST.NS,24.790096,4.24,0.06661,51.3,-0.096
NELCO Limited,NELCO.NS,399.62366,1.86,0.033570003,55.947,-0.1
Neogen Chemicals Limited,NEOGEN.NS,117.061806,9.87,0.03306,141.474,0.079
Nephrocare Health Services Limited,NEPHROPLUS.NS,71.07463,6.7,0.13448,36.468,
Nesco Limited,NESCO.NS,20.827656,58.72,0.15818,3.913,0.17
Nestle India Limited,NESTLEIND.NS,83.50394,15.24,0.70792,10.753,0.106
Netweb Technologies India Limited,NETWEB.NS,131.4238,23.95,0.2609,3.108,0.21
Network18 Media & Investments Limited,NETWORK18.NS,,-8.34,-0.07545,64.359,-0.727
Neueon Corporation Limited,NEUEON.NS,,-27.25,,6.215,
Neuland Laboratories Limited,NEULANDLAB.NS,80.066284,187.07,0.15928,16.327,0.654
Newgen Software Technologies Limited,NEWGEN.NS,36.672497,22.87,0.22743,3.254,0.146
Next Mediaworks Limited,NEXTMEDIA.NS,0.64816755,9.55,,,
National Fertilizers Limited,NFL.NS,40.8093,2.15,0.04123,176.918,0.54
Nakoda Group of Industries Limited,NGIL.NS,,-1.42,-0.07538,41.959,0.576
NGL Fine-Chem Limited,NGLFINE.NS,39.269814,33.69,0.07221,29.381,0.286
Narayana Hrudayalaya Ltd.,NH.NS,44.85046,41.46,0.23226999,57.614,0.174
NHPC Limited,NHPC.NS,28.915129,2.71,0.07776,100.41,0.103
The New India Assurance Company Limited,NIACL.NS,21.849434,7.04,0.02454,,0.247
NIBE Limited,NIBE.NS,1681.3236,0.68,,31.522,-0.25
NRB Industrial Bearings Limited,NIBL.NS,3.155022,9.16,,,0.092
NIIT Limited,NIITLTD.NS,39.570213,2.35,0.03088,0.638,0.157
NIIT Learning Systems Limited,NIITMTS.NS,29.707682,14.71,0.17095,19.46,0.197
Nila Infrastructures Limited,NILAINFRA.NS,16.525425,0.59,0.13936,13.641,0.86
Nila Spaces Limited,NILASPACES.NS,33.2,0.5,0.13663,62.622,0.322
Nilkamal Limited,NILKAMAL.NS,19.804258,69.99,0.071279995,35.718,0.178
NINtec Systems Limited,NINSYS.NS,25.332914,15.92,0.47384998,2.589,0.23
Indo-National Limited,NIPPOBATRY.NS,,-12.76,-0.02226,36.972,0.073
Niraj Cement Structurals Limited,NIRAJ.NS,10.264483,3.97,0.09782,1.296,0.244
Niraj Ispat Industries Limited,NIRAJISPAT.NS,8.45197,24.36,,,
Nitco Limited,NITCO.NS,,-61.82,,101.391,0.648
Nitin Spinners Limited,NITINSPIN.NS,10.698888,29.69,0.12905,66.856,-0.076
Nitiraj Engineers Limited,NITIRAJ.NS,24.800793,7.58,0.09665,0.028,0.305
Niva Bupa Health Insurance Company Limited,NIVABUPA.NS,150.68,0.5,0.0241,6.577,0.137
NK Industries Limited,NKIND.NS,,-9.67,,,-0.576
NLC India Limited,NLCINDIA.NS,13.14729,19.01,0.1238,104.679,0.142
NMDC Limited,NMDC.NS,10.339174,7.99,0.23085,11.21,0.297
NOCIL Limited,NOCIL.NS,41.45623,3.77,0.0356,0.527,-0.136
Noida Toll Bridge Company Limited,NOIDATOLL.NS,,-12.09,-2.7885501,,0.064
Norben Tea & Exports Limited,NORBTEAEXP.NS,,-0.77,-0.04586,42.932,-0.269
Northern Arc Capital Limited,NORTHARC.NS,19.803616,12.73,0.08036,281.813,0.081
Nova Agritech Limited,NOVAAGRI.NS,13.79078,2.82,0.12157,23.31,0.117
Network People Services Technologies Limited,NPST.NS,97.79305,13.82,0.11071,1.639,-0.301
N R Agarwal Industries Limited,NRAIL.NS,38.917274,12.33,0.027,92.625,0.225
NRB Bearing Limited,NRBBEARING.NS,28.851421,9.49,0.09884,13.631,0.079
Nupur Recyclers Limited,NRL.NS,31.27174,1.84,0.10967,11.462,-0.047
Nalwa Sons Investments Limited,NSIL.NS,132.80933,49.3,0.00151,0.003,-0.586
NMDC Steel Limited,NSLNISP.NS,,-4.5,-0.09648,40.766,1.227
NTPC Limited,NTPC.NS,17.350107,18.68,0.13104,127.753,0.002
NTPC Green Energy Limited,NTPCGREEN.NS,112.0241,0.83,0.044660002,115.845,0.215
Nucleus Software Exports Limited,NUCLEUS.NS,15.040052,61.17,0.20602,0.93,0.056
Nureca Limited,NURECA.NS,69.47562,4.1,0.02088,2.713,0.21
Nuvama Wealth Management Limited,NUVAMA.NS,27.017004,55.28,0.29478002,237.583,0.055
Nuvoco Vistas Corporation Limited,NUVOCO.NS,48.244125,7.66,0.030280001,63.213,0.083
FSN E-Commerce Ventures Limited,NYKAA.NS,720.69446,0.36,0.07422,97.748,0.251
Oriental Aromatics Limited,OAL.NS,103.72413,2.9,0.014880001,60.196,0.146
Orissa Bengal Carrier Limited,OBCL.NS,,-0.03,-0.00074,62.946,0.081
Oberoi Realty Limited,OBEROIRLTY.NS,27.380253,61.38,0.1416,18.083,0.348
OCCL Limited,OCCLLTD.NS,13.97486,7.16,,,
Odigma Consultancy Solutions Limited,ODIGMA.NS,235.57143,0.14,0.0071799997,,0.494
Oracle Financial Services Software Limited,OFSS.NS,28.635075,271.59,0.32889998,0.461,0.069
Oil India Limited,OIL.NS,10.968137,36.72,0.11196,58.174,0.158
Oil Country Tubular Limited,OILCOUNTUB.NS,,-8.29,-0.19785,11.362,-0.551
Ola Electric Mobility Limited,OLAELEC.NS,,-5.24,-0.41777,71.879,-0.432
Olectra Greentech Limited,OLECTRA.NS,71.260796,17.37,0.13527,32.542,0.254
Omax Autos Limited,OMAXAUTO.NS,20.049406,5.06,0.03446,22.535,0.123
Omaxe Limited,OMAXE.NS,,-35.62,,,-0.176
Om Freight Forwarders Limited,OMFREIGHT.NS,14.866769,6.53,,14.352,-0.124
OM INFRA LIMITED,OMINFRAL.NS,37.05283,2.65,0.03237,14.074,-0.481
Omkar Speciality Chemicals Limited,OMKARCHEM.NS,,-3.67,,,-0.492
Onelife Capital Advisors Limited,ONELIFECAP.NS,,-3.05,-0.1129,128.135,-0.522
One Point One Solutions Limited,ONEPOINT.NS,42.08696,1.38,0.0913,12.498,0.134
Onesource Specialty Pharma Limited,ONESOURCE.NS,480.93924,3.62,,21.928,-0.314
Oil & Natural Gas Corporation Limited,ONGC.NS,8.05945,29.1,0.10977,43.805,-0.003
OnMobile Global Limited,ONMOBILE.NS,71.36585,0.82,0.01303,12.156,-0.009
Onward Technologies Limited,ONWARDTEC.NS,15.291992,17.98,0.18664,16.959,0.129
Optiemus Infracom Limited,OPTIEMUS.NS,63.597954,7.81,0.11208,32.446,-0.122
Orbit Exports Limited,ORBTEXP.NS,13.47507,14.44,0.13694,3.749,-0.032
Orchasp Limited,ORCHASP.NS,148.0,0.02,0.03787,14.047,0.644
Orchid Pharma Limited,ORCHPHARMA.NS,73.68115,10.35,0.04196,22.107,-0.131
Oricon Enterprises Limited,ORICONENT.NS,35.105263,1.71,0.020399999,0.892,-0.773
Oriental Trimex Limited,ORIENTALTL.NS,4.6685085,1.81,0.14477,2.914,0.15
Orient Bell Limited,ORIENTBELL.NS,60.382885,4.44,0.020680001,11.857,0.03
Orient Cement Limited,ORIENTCEM.NS,11.47185,14.92,0.16078,3.507,0.183
ORIENT CERATECH LIMITED,ORIENTCER.NS,30.401407,1.42,0.05959,16.058,0.621
Orient Electric Limited,ORIENTELEC.NS,42.9058,4.14,0.12949,17.073,0.064
Oriental Hotels Limited,ORIENTHOT.NS,36.79856,2.78,0.074099995,27.132,0.111
Orient Press Limited,ORIENTLTD.NS,,-2.83,-0.043169998,91.587,0.023
Orient Paper & Industries Limited,ORIENTPPR.NS,,-1.19,-0.01538,16.377,-0.04
Orient Technologies Limited,ORIENTTECH.NS,28.128654,11.97,0.15151,6.129,0.223
The Orissa Minerals Development Company Limited,ORISSAMINE.NS,,-64.49,,,0.074
Orkla India Limited,ORKLAINDIA.NS,31.526617,19.16,,2.462,0.049
ORTIN GLOBAL LIMITED,ORTINGLOBE.NS,,-1.16,-0.53488,71.56,-0.733
Osia Hyper Retail Limited,OSIAHYPER.NS,10.635036,1.37,0.07067,39.501,0.05
Oswal Agro Mills Limited,OSWALAGRO.NS,6.07864,9.41,0.13965,,
Oswal Greentech Limited,OSWALGREEN.NS,96.44118,0.34,0.00482,0.203,0.12
Oswal Pumps Limited,OSWALPUMPS.NS,63.286713,8.58,,8.278,0.739
ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS.NS,50.46154,0.39,0.23365,97.461,-0.417
Pace Digitek Limited,PACEDIGITK.NS,15.53629,12.4,,11.33,-0.37
Page Industries Limited,PAGEIND.NS,53.278988,684.51,0.5272,19.029,0.036
Paisalo Digital Limited,PAISALO.NS,15.182609,2.3,0.13441,226.216,0.131
PAKKA LIMITED,PAKKA.NS,64.208336,1.68,0.02231,66.419,-0.313
Palash Securities Limited,PALASHSECU.NS,,-11.01,-0.028080001,6.863,0.62
Palred Technologies Limited,PALREDTEC.NS,,-7.32,-0.24832001,140.117,-0.166
Panacea Biotec Limited,PANACEABIO.NS,,-1.19,-0.00921,2.786,-0.042
Panache Digilife Limited,PANACHE.NS,74.29545,4.4,0.100080006,40.16,0.665
Panama Petrochem Limited,PANAMAPET.NS,9.272874,31.15,0.14985,2.327,0.106
Pansari Developers Limited,PANSARI.NS,50.432297,6.13,0.09664,47.606,1.912
Par Drugs And Chemicals Limited,PAR.NS,13.2017765,7.88,0.095340006,,-0.173
Paramount Communications Limited,PARACABLES.NS,16.347279,2.39,0.10262,13.638,0.203
Paradeep Phosphates Limited,PARADEEP.NS,15.278579,10.41,0.18238,87.038,0.788
Parag Milk Foods Limited,PARAGMILK.NS,26.86747,10.79,0.12513,45.112,0.157
Paras Defence and Space Technologies Limited,PARAS.NS,80.09747,8.72,0.1204,8.394,0.214
Paras Petrofils Limited,PARASPETRO.NS,,-0.01,0.00092,,
Park Medi World Limited,PARKHOSPS.NS,27.292683,5.33,,58.033,0.169
Apeejay Surrendra Park Hotels Limited,PARKHOTELS.NS,32.33654,4.16,0.06985,23.441,0.168
Parsvnath Developers Limited,PARSVNATH.NS,,-7.57,,,0.147
Pashupati Cotspin Limited,PASHUPATI.NS,98.238495,8.26,0.09034,56.803,0.271
Pasupati Acrylon Limited,PASUPTAC.NS,12.328798,4.41,0.10859,28.845,1.252
Patanjali Foods Limited,PATANJALI.NS,41.626045,13.13,0.12432,23.903,0.202
Patel Engineering Limited,PATELENG.NS,9.869127,2.98,0.07229,39.667,0.029
Patel Retail Limited,PATELRMART.NS,22.414742,9.09,,33.682,0.139
Patel Integrated Logistics Limited,PATINTLOG.NS,12.070176,1.14,0.06554,10.698,0.118
Paushak Limited,PAUSHAKLTD.NS,32.133945,18.44,0.09927,12.493,0.026
Pavna Industries Limited,PAVNAIND.NS,,-4.08,0.0168,36.865,-0.114
One 97 Communications Limited,PAYTM.NS,,-9.54,-0.04086,1.045,0.242
PCBL Chemical Limited,PCBL.NS,33.070652,9.2,0.09061,135.218,0.0
PC Jeweller Limited,PCJEWELLER.NS,28.12121,0.33,0.11517,22.029,0.634
Pudumjee Paper Products Limited,PDMJEPAPER.NS,16.801785,5.6,0.15555,1.877,-0.069
PDS Limited,PDSL.NS,44.944786,8.15,0.11288,70.401,0.034
Pearl Polymers Limited,PEARLPOLY.NS,,-3.38,-0.15285,,-0.087
Pennar Industries Limited,PENIND.NS,20.653526,9.64,0.13031,92.847,0.213
Peninsula Land Limited,PENINLAND.NS,,-1.87,-0.2678,228.395,-0.381
Persistent Systems Limited,PERSISTENT.NS,59.037666,106.72,0.26198998,5.651,0.236
Petronet LNG Limited,PETRONET.NS,11.521473,24.45,0.18330999,11.871,-0.155
Power Finance Corporation Limited,PFC.NS,4.728,75.0,0.21113001,603.342,0.12
Pfizer Limited,PFIZER.NS,27.560001,183.32,0.2209,2.334,0.091
Prime Focus Limited,PFOCUS.NS,,-7.75,-0.13981,246.44,0.169
PTC India Financial Services Limited,PFS.NS,6.216514,5.45,0.12484,75.993,0.77
PG Electroplast Limited,PGEL.NS,64.06284,9.07,0.12576,20.346,-0.024
Procter & Gamble Hygiene and Health Care Limited,PGHH.NS,58.499348,221.37,,0.221,0.013
Procter & Gamble Health Limited,PGHL.NS,50.791866,111.13,,1.0,0.037
Pearl Global Industries Limited,PGIL.NS,28.202765,56.42,0.21385999,58.681,0.092
The Phoenix Mills Limited,PHOENIXLTD.NS,61.251244,30.21,0.100959994,33.657,0.215
Piccadily Agro Industries Limited,PICCADIL.NS,48.853527,11.47,,45.313,0.093
Pidilite Industries Limited,PIDILITIND.NS,66.78571,21.84,0.24080999,4.539,0.099
Power & Instrumentation (Gujarat) Limited,PIGL.NS,17.986938,6.89,0.11171,21.323,0.279
PI Industries Limited,PIIND.NS,32.42883,99.76,0.14849,2.237,-0.157
Pilani Investment and Industries Corporation Limited,PILANIINVS.NS,204.07153,26.28,0.00169,13.114,0.058
PIL ITALICA LIFESTYLE LIMITED,PILITA.NS,47.59091,0.22,0.067090005,18.778,0.267
Pine Labs Limited,PINELABS.NS,,-0.99,,23.128,0.178
Pioneer Embroideries Limited,PIONEEREMB.NS,98.34483,0.29,0.0055,58.879,-0.118
Piramal Finance Limited,PIRAMALFIN.NS,625.1341,2.61,,261.148,0.519
Pitti Engineering Limited,PITTIENG.NS,24.62822,34.16,,82.817,0.113
Pix Transmissions Limited,PIXTRANS.NS,20.230486,70.72,0.16187,4.661,-0.127
The Peria Karamalai Tea & Produce Company Limited,PKTEA.NS,,-13.8,-0.02044,20.57,-0.357
Plastiblends India Limited,PLASTIBLEN.NS,13.021514,12.55,0.07614,5.399,0.039
Platinum Industries Limited,PLATIND.NS,,,0.105459996,6.353,-0.013
Plaza Wires Limited,PLAZACABLE.NS,52.949368,0.79,0.029790001,27.229,0.562
Punjab National Bank,PNB.NS,8.111186,14.84,0.12666,,-0.056
PNB Gilts Limited,PNBGILTS.NS,8.155311,9.98,0.11508001,1560.468,-0.404
PNB Housing Finance Limited,PNBHOUSING.NS,11.449715,82.43,0.127,261.907,0.211
Pritish Nandy Communications Limited,PNC.NS,,-0.74,-0.01459,2.01,0.127
PNC Infratech Limited,PNCINFRA.NS,8.040536,31.33,0.1291,76.537,-0.21
P N Gadgil Jewellers Limited,PNGJL.NS,26.914846,22.9,0.19094999,75.905,0.088
Pondy Oxides & Chemicals Limited,POCL.NS,47.527832,30.54,0.16444,5.327,0.106
Poddar Pigments Limited,PODDARMENT.NS,15.680332,16.83,0.047870003,,-0.007
Pokarna Limited,POKARNA.NS,17.727371,46.51,0.19471,37.631,-0.529
PB Fintech Limited,POLICYBZR.NS,191.70683,9.96,0.07165,4.859,0.382
Polycab India Limited,POLYCAB.NS,46.276566,163.29,0.25748,2.087,0.178
Poly Medicure Limited,POLYMED.NS,49.223877,35.69,0.13104999,8.169,0.057
Polyplex Corporation Limited,POLYPLEX.NS,34.714962,23.33,0.01086,14.462,0.032
Ponni Sugars (Erode) Limited,PONNIERODE.NS,12.129799,21.88,0.03329,,0.203
Poonawalla Fincorp Limited,POONAWALLA.NS,168.32741,2.81,0.024360001,364.414,0.613
Power Grid Corporation of India Limited,POWERGRID.NS,17.159018,15.47,0.15918,141.186,0.018
Hitachi Energy India Limited,POWERINDIA.NS,111.93119,163.94,0.23965,1.843,0.188
Power Mech Projects Limited,POWERMECH.NS,22.689775,103.28,0.17432,41.065,0.195
PPAP Automotive Limited,PPAP.NS,171.7623,1.22,0.00604,,0.276
Prakash Pipes Limited,PPL.NS,10.906179,22.17,0.12229,2.772,-0.096
Piramal Pharma Limited,PPLPHARMA.NS,,-0.2,-0.0029699998,60.083,-0.088
Prabha Energy Limited,PRABHA.NS,,-0.11,,33.72,0.83
Prajay Engineers Syndicate Limited,PRAENG.NS,,-3.69,-0.05709,34.324,-0.667
Praj Industries Limited,PRAJIND.NS,57.930435,5.75,0.08116,16.118,0.031
Prakash Industries Limited,PRAKASH.NS,7.4860573,18.29,0.09927,9.971,-0.328
Prakash Steelage Limited,PRAKASHSTL.NS,71.42857,0.07,0.16118999,22.772,0.302
Praxis Home Retail Limited,PRAXIS.NS,3.3369565,2.76,71.87155,309.88,-0.195
Precision Camshafts Limited,PRECAM.NS,23.5,6.96,0.084,8.02,-0.119
Precot Limited,PRECOT.NS,11.59315,36.5,0.09751,81.297,-0.158
Precision Wires India Limited,PRECWIRE.NS,38.360256,6.19,0.1852,19.307,0.181
Premier Explosives Limited,PREMEXPLN.NS,60.9593,8.6,0.17950001,10.097,-0.201
Premier Limited,PREMIER.NS,,-2.18,,,
Premier Energies Limited,PREMIERENE.NS,35.206745,24.91,0.41425,46.964,0.203
Premier Polyfilm Limited,PREMIERPOL.NS,,-2.74,0.22023001,12.992,0.056
Prestige Estates Projects Limited,PRESTIGE.NS,92.13509,17.47,0.0505,89.294,0.055
Pricol Limited,PRICOLLTD.NS,39.923027,15.59,0.18375,10.545,0.505
Prime Securities Limited,PRIMESECU.NS,28.429586,9.87,0.15892,0.723,0.042
Primo Chemicals Limited,PRIMO.NS,75.53125,0.32,0.0257,40.547,0.003
Prince Pipes And Fittings Limited,PRINCEPIPE.NS,119.90477,2.1,0.01467,14.911,-0.044
Priti International Limited,PRITI.NS,22.901514,2.64,0.03999,,-0.598
Pritika Auto Industries Limited,PRITIKAUTO.NS,16.638556,0.83,0.08326,65.121,0.358
Privi Speciality Chemicals Limited,PRIVISCL.NS,47.855152,68.21,0.22715999,86.003,0.274
Prostarm Info Systems Limited,PROSTARM.NS,44.722225,3.96,,6.147,-0.331
Protean eGov Technologies Limited,PROTEAN.NS,34.601078,22.31,0.09259,6.583,0.14
Prozone Realty Limited,PROZONER.NS,,-1.95,-0.051599998,53.946,-0.055
Prism Johnson Limited,PRSMJOHNSN.NS,38.0854,3.63,0.0964,93.47,0.101
Prudent Corporate Advisory Services Limited,PRUDENT.NS,52.261257,49.53,0.30847,4.26,0.116
Prudential Sugar Corporation Limited,PRUDMOULI.NS,14.175325,1.54,,,
Punjab & Sind Bank,PSB.NS,16.071857,1.67,0.0919,,0.088
PSP Projects Limited,PSPPROJECT.NS,120.698326,7.16,0.0232,29.704,0.199
PTC India Limited,PTC.NS,5.3921504,29.81,0.15334,32.871,0.065
PTC Industries Limited,PTCIL.NS,443.79752,42.08,0.045,12.655,0.722
PTL Enterprises Limited,PTL.NS,12.735484,3.1,0.04575,1.036,-0.0
Punjab Chemicals & Crop Protection Limited,PUNJABCHEM.NS,27.981737,42.71,0.13915,31.02,0.054
Puravankara Limited,PURVA.NS,,-12.14,-0.16622,274.76,0.3
PVP Ventures Limited,PVP.NS,,-0.19,-0.02575,77.376,4.38
PVR INOX Limited,PVRINOX.NS,,-3.89,-0.00545,105.057,0.124
Popular Vehicles and Services Limited,PVSL.NS,,-4.45,-0.04901,176.217,0.012
Physicswallah Limited,PWL.NS,,-0.97,,67.044,0.263
Pyramid Technoplast Limited,PYRAMID.NS,22.116467,7.47,0.110489994,53.667,0.208
Quality Power Electrical Equipments Limited,QPOWER.NS,70.3128,10.55,,5.486,1.182
Quadrant Future Tek Limited,QUADFUTURE.NS,,-9.03,-0.23773001,9.292,-0.132
Quess Corp Limited,QUESS.NS,65.12884,3.26,0.023340002,10.584,-0.26
Quick Heal Technologies Limited,QUICKHEAL.NS,,-0.16,-0.00168,,0.136
Race Eco Chain Limited,RACE.NS,77.693985,1.83,0.09831,84.464,0.396
RACL Geartech Limited,RACLGEAR.NS,39.580116,29.77,0.123789996,72.348,0.134
